Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Santorini Cafe,78758,1/9/2015,96,"11800 N LAMAR BLVD Bldg 1
AUSTIN, TX 78758
(30.387546, -97.683659)",10880915,Routine Inspection
Sa-Ten,78702,6/10/2016,83,"916 SPRINGDALE RD Bunit 101
AUSTIN, TX 78702
(30.261792, -97.697968)",11202021,Routine Inspection
Sam's Club #8259,78748,4/23/2015,92,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626822,Routine Inspection
SV - Mighty Fine Burgers Fries Shakes,78745,11/13/2015,96,"5601 BRODIE LN Unit 1300
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",10226738,Routine Inspection
"Schlotzsky's Stores, LLC",78753,11/18/2014,89,"500 CANYON RIDGE DR Bldg G
AUSTIN, TX 78753
(30.403174, -97.672214)",10004379,Routine Inspection
Sam's Mini Mart,78723,1/6/2016,97,"5210 MANOR RD
AUSTIN, TX 78723
(30.299912, -97.686021)",10473655,Routine Inspection
Sanchez Elementary,78702,10/27/2015,100,"73 SAN MARCOS ST
AUSTIN, TX 78702
(30.258131, -97.735746)",2800261,Routine Inspection
Shack Food Corner,78721,8/6/2015,90,"1167 WEBBERVILLE RD
AUSTIN, TX 78721
(30.277638, -97.685794)",10189322,Routine Inspection
Sam's Club #4720 (Deli & Bakery),78735,10/27/2014,96,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2801700,Routine Inspection
Schlotzsky's ,78757,5/26/2015,92,"2545 W ANDERSON LN
AUSTIN, TX 78757
(30.356611, -97.732092)",10004367,Routine Inspection
Select Mart,78758,6/26/2014,97,"1925 RUTLAND DR Bldg B
AUSTIN, TX 78758
(30.379202, -97.71293)",2803986,Routine Inspection
Shop N Carry #1,78748,11/1/2016,99,"8422 S CONGRESS AVE
AUSTIN, TX 78748
(30.17323, -97.785186)",10550892,Routine Inspection
Sazon,78704,10/24/2014,81,"1816 S LAMAR BLVD
AUSTIN, TX 78704
(30.249769, -97.766906)",2801208,Routine Inspection
Safe Haven Child Development Center,78722,8/25/2016,90,"1908 CHICON ST
AUSTIN, TX 78722
(30.280653, -97.721414)",10779191,Routine Inspection
SV - IM Thai Cuisine,78745,7/1/2015,83,"5207 BRODIE LN Unit 200
SUNSET VALLEY, TX 78745
(30.231626, -97.81888)",10495246,Routine Inspection
Scottish Rite Dorm,78705,1/21/2015,100,"210 W 27TH ST
AUSTIN, TX 78705
(30.291879, -97.739493)",2800292,Routine Inspection
Sam's Club #8259 (Bakery),78748,10/23/2014,100,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626768,Routine Inspection
Schlotzsky's,78759,9/18/2015,77,"5105 BALCONES WOODS DR
AUSTIN, TX 78759
(30.407882, -97.746043)",10004376,Routine Inspection
Saffron,78731,1/25/2016,86,"3616 FAR WEST BLVD Unit 113
AUSTIN, TX 78731
(30.354673, -97.755667)",11302586,Routine Inspection
Salty Sow,78722,7/30/2015,81,"1917 MANOR RD
AUSTIN, TX 78722
(30.283939, -97.721299)",10745858,Routine Inspection
Seton Administration Building,78723,7/15/2014,100,"1345 PHILOMENA ST
AUSTIN, TX 78723
(30.302206, -97.707859)",10322560,Routine Inspection
7-Eleven #36562H,78744,1/29/2015,78,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,2/3/2017,88,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,3/16/2016,74,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,3/25/2015,72,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,4/23/2014,87,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,8/16/2016,80,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,10/26/2015,78,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,10/28/2014,85,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
Sam's Club #8259 (Bakery),78748,4/8/2014,100,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626768,Routine Inspection
Short Stop,78702,8/20/2014,85,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",2800210,Routine Inspection
Sam's Club #6453/Meat & Deli,78759,5/28/2014,95,"9700 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390516, -97.742262)",2803920,Routine Inspection
Select Mart,78758,9/9/2015,93,"1925 RUTLAND DR Bldg B
AUSTIN, TX 78758
(30.379202, -97.71293)",2803986,Routine Inspection
Savory Spice Shop,78759,4/19/2016,98,"10000 RESEARCH BLVD SB Unit 129
AUSTIN, TX 78759
(30.392352, -97.746845)",10658566,Routine Inspection
Sam's Club (Restaurant),78748,10/23/2014,93,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626829,Routine Inspection
7-Eleven 36559H,78734,1/28/2015,89,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,1/30/2017,74,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,2/2/2016,75,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,4/17/2015,85,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,7/22/2016,93,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,8/25/2015,86,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,9/12/2014,89,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
SV - Dickey's Barbecue Pit,78745,4/30/2015,100,"5207 BRODIE LN Unit 115
SUNSET VALLEY, TX 78745
(30.231626, -97.81888)",11243956,Routine Inspection
Sam's Town Point,78748,3/8/2017,88,"2115 ALLRED DR
AUSTIN, TX 78748
(30.172701, -97.827603)",2802834,Routine Inspection
SV - La Madeleine,78745,4/30/2015,95,"5493 BRODIE LN
SUNSET VALLEY, TX 78745
(30.229931, -97.819993)",10045198,Routine Inspection
Short Stop,78702,6/28/2014,89,"2217 E 7TH ST
AUSTIN, TX 78702
(30.26148, -97.717477)",2800145,Routine Inspection
SV - Schlotzsky's Deli,78745,5/15/2014,100,"5601 BRODIE LN Unit 1700
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",2802858,Routine Inspection
Sarpino's Pizzeria,78753,3/28/2016,89,"13000 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.413439, -97.673972)",2802650,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,9/15/2015,93,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.287581, -97.874383)",10648762,Routine Inspection
Sawyer Food/Courthouse,78701,3/12/2015,85,"1000 GUADALUPE ST
AUSTIN, TX 78701
(30.273296, -97.744679)",2802303,Routine Inspection
SV - Zoes Kitchen,78745,12/5/2016,94,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",10879986,Routine Inspection
Safe Haven Child Development Center,78722,7/14/2015,94,"1908 CHICON ST
AUSTIN, TX 78722
(30.280653, -97.721414)",10779191,Routine Inspection
Schlotzsky's Deli,78745,1/4/2016,97,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.193122, -97.779368)",2801183,Routine Inspection
Seton Healthcare- Dell Children's Center,78723,12/23/2014,92,"4900 MUELLER BLVD
AUSTIN, TX 78723
(30.303114, -97.70459)",10029465,Routine Inspection
Salvation Army,78701,11/23/2015,95,"501 E 8TH ST
AUSTIN, TX 78701
(30.2686, -97.737362)",2800013,Routine Inspection
Satellite Bistro & Bar,78749,5/19/2014,84,"5900 W SLAUGHTER LN Bunit 400
AUSTIN, TX 78749
(30.20083, -97.87895)",10306990,Routine Inspection
Shipley Do-Nuts,78745,7/20/2015,81,"8213 BRODIE LN Unit 116
AUSTIN, TX 78745
(30.201015, -97.838563)",10004890,Routine Inspection
Shoppers Food Mart,78702,1/22/2016,78,"1901 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279895, -97.720633)",2801266,Routine Inspection
SV - Fire Bowl,78745,12/5/2016,90,"5601 BRODIE LN Unit 550
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",2801424,Routine Inspection
Ski Shores Cafe,78730,5/20/2015,90,"2905 PEARCE RD
AUSTIN, TX 78730
(30.333664, -97.823833)",10402595,Routine Inspection
Sam's Club #4720,78735,10/27/2014,96,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2803766,Routine Inspection
Sam's Club (Restaurant),78748,7/22/2016,98,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626829,Routine Inspection
Shop N Carry #1,78748,8/18/2014,100,"8422 S CONGRESS AVE
AUSTIN, TX 78748
(30.17323, -97.785186)",10550892,Routine Inspection
SV - Total Wine & More,78745,5/23/2016,100,"5601 BRODIE LN Unit 800
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",11341717,Routine Inspection
Shady Springs Party Barn,78742,1/20/2016,91,"9401 SHERMAN RD
AUSTIN, TX 78742
(30.227378, -97.666873)",2800696,Routine Inspection
Satellite Bistro & Bar,78749,7/22/2016,84,"5900 W SLAUGHTER LN Bunit 400
AUSTIN, TX 78749
(30.20083, -97.87895)",10306990,Routine Inspection
Sawyer and Company,78702,11/10/2015,94,"4827 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251693, -97.701799)",11189159,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,2/2/2015,100,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,5/25/2016,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,7/1/2015,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,8/19/2014,97,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,11/24/2015,91,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,12/9/2016,93,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
Sarku Japan,78746,2/3/2015,91,"2901 S CAPITAL OF TEXAS HWY NB Unit VC03
AUSTIN, TX 78746
(30.254658, -97.809462)",2801813,Routine Inspection
Short Stop #5,78757,4/20/2015,93,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.36043, -97.739742)",2800326,Routine Inspection
School in the Hills,78732,6/20/2014,100,"2900 N QUINLAN PARK RD Unit 400
AUSTIN, TX 78732
(30.368664, -97.893127)",10168145,Routine Inspection
Sandy's,78704,7/29/2014,97,"603 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258645, -97.750915)",2800646,Routine Inspection
Sam's Club #8259 (Bakery),78748,1/6/2017,100,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626768,Routine Inspection
Sam's Club #6453/Meat & Deli,78759,11/18/2014,93,"9700 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390516, -97.742262)",2803920,Routine Inspection
Simon's Sushi @ Lakeline Mall,78613,12/19/2014,83,"11200 LAKELINE MALL DR Unit K
AUSTIN, TX 78613
(30.47181, -97.803451)",10274250,Routine Inspection
Sa-Ten,78702,10/20/2015,88,"916 SPRINGDALE RD Bunit 101
AUSTIN, TX 78702
(30.261792, -97.697968)",11202021,Routine Inspection
See's Candy Shop,78759,10/3/2016,99,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",11119596,Routine Inspection
"Saxon Pub, The",78704,3/24/2015,94,"1320 S LAMAR BLVD
AUSTIN, TX 78704
(30.253758, -97.762916)",2800222,Routine Inspection
Sam's Club #8259 (Meat and Produce),78748,1/15/2016,97,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626704,Routine Inspection
Shop N Save,78741,12/17/2015,83,"2204 WOODLAND AVE
AUSTIN, TX 78741
(30.23584, -97.728212)",10557364,Routine Inspection
Silverado Senior Living - Onion Creek,78748,7/21/2016,98,"11330 FARRAH LN
AUSTIN, TX 78748
(30.139992, -97.80145)",11253095,Routine Inspection
Sam's Club / Snack Bar #4720,78735,4/20/2015,97,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2803159,Routine Inspection
Shop 24,78701,7/14/2015,100,"213 E 6TH ST
AUSTIN, TX 78701
(30.267528, -97.740931)",2800797,Routine Inspection
"Sahara,The",78721,8/27/2014,97,"1413 WEBBERVILLE RD
AUSTIN, TX 78721
(30.279781, -97.681678)",10594068,Routine Inspection
Signature #2,78704,6/17/2016,97,"608 S LAMAR BLVD
AUSTIN, TX 78704
(30.259141, -97.759029)",10962232,Routine Inspection
SV - Texadelphia,78749,11/15/2016,89,"5400 BRODIE LN Unit 230
SUNSET VALLEY, TX 78749
(30.22728, -97.821882)",10849197,Routine Inspection
"Schlotzsky's Stores, LLC",78753,4/20/2016,90,"500 CANYON RIDGE DR Bldg G
AUSTIN, TX 78753
(30.403174, -97.672214)",10004379,Routine Inspection
"Sidewinder, The",78701,1/7/2016,92,"715 RED RIVER ST
AUSTIN, TX 78701
(30.268019, -97.73664)",11283926,Routine Inspection
Signature #2,78704,1/24/2017,90,"608 S LAMAR BLVD
AUSTIN, TX 78704
(30.259141, -97.759029)",10962232,Routine Inspection
Sam's Club #8259 (Meat and Produce),78748,1/6/2017,95,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626704,Routine Inspection
Silverado Senior Living - Onion Creek,78748,6/18/2015,100,"11330 FARRAH LN
AUSTIN, TX 78748
(30.139992, -97.80145)",11253095,Routine Inspection
Sam's Club #4720,78735,10/26/2015,96,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2803766,Routine Inspection
Senior Care of Onion Creek,78748,5/17/2016,97,"1700 ONION CREEK PKWY
AUSTIN, TX 78748
(30.138432, -97.802543)",10530004,Routine Inspection
Seton Northwest Hospital,78759,12/19/2014,85,"11113 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.40482, -97.74501)",2800291,Routine Inspection
Shoppers Food Mart,78702,1/31/2017,85,"1901 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279895, -97.720633)",2801266,Routine Inspection
Sam's Club (Restaurant),78748,1/6/2017,94,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626829,Routine Inspection
Sam's Club #8259-Permits,78748,10/23/2014,100,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10678343,Routine Inspection
See's Candy Shop,78759,5/21/2015,100,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",11119596,Routine Inspection
School House Pub,78722,4/1/2015,77,"2207 MANOR RD
AUSTIN, TX 78722
(30.284359, -97.718786)",10862709,Routine Inspection
SV - Doc's Backyard,78745,9/9/2016,88,"5207 BRODIE LN Unit 100
SUNSET VALLEY, TX 78745
(30.231626, -97.81888)",10058183,Routine Inspection
Sam's Club / Snack Bar #4720,78735,4/12/2016,98,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2803159,Routine Inspection
Saccones Pizza & Subs,78726,2/11/2015,96,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.45377, -97.82757)",10220308,Routine Inspection
Shepherd's Market,78704,1/2/2015,93,"3708 SOUTHRIDGE DR
AUSTIN, TX 78704
(30.232035, -97.777363)",2803908,Routine Inspection
Short Stop,78722,3/18/2015,82,"3811 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.295357, -97.718989)",2800037,Routine Inspection
Shogun,78748,1/7/2015,70,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173647, -97.823444)",2800750,Routine Inspection
Sao Paulo's Restaurate,78705,6/9/2014,67,"2809 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.291468, -97.735124)",2801963,Routine Inspection
Scores Men's Club (aka Hot Bodies) ,78744,6/16/2015,96,"4134 FELTER LN
AUSTIN, TX 78744
(30.196537, -97.705731)",2803270,Routine Inspection
Salata,78758,2/17/2017,81,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.39131, -97.733317)",11105285,Routine Inspection
Samsung Austin Semiconductor- A2/Compass Group,78754,9/9/2015,96,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.372088, -97.634248)",10038665,Routine Inspection
Sap's Fine Thai Cuisine,78745,12/3/2014,83,"4514 WEST GATE BLVD
AUSTIN, TX 78745
(30.23135, -97.800573)",2803069,Routine Inspection
Sichuan River Restaurant,78745,12/3/2014,72,"4534 WEST GATE BLVD Unit 105
AUSTIN, TX 78745
(30.23019, -97.800898)",11199927,Routine Inspection
Simon Lee Bakery,78660,1/18/2017,100,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",2801130,Routine Inspection
Salvation Army  (Austin Shelter),78721,1/9/2017,93,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.284423, -97.67074)",2801962,Routine Inspection
Shahi Food Market,78758,4/2/2015,88,"12410 N LAMAR BLVD
AUSTIN, TX 78758
(30.406616, -97.678443)",2803821,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,5/21/2014,93,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.287581, -97.874383)",10648762,Routine Inspection
SWOOP Events,78702,8/11/2016,96,"3012 GONZALES ST
AUSTIN, TX 78702
(30.25927, -97.706786)",10413782,Routine Inspection
Salvation Pizza/Durham Trading Partners X,78701,9/12/2016,75,"51 RAINEY ST Unit 103
AUSTIN, TX 78701
(30.256921, -97.739473)",11253125,Routine Inspection
Shangri-La,78702,3/29/2016,96,"1016 E 6TH ST
AUSTIN, TX 78702
(30.264806, -97.731651)",10192211,Routine Inspection
"Side Bar, The",78701,9/8/2016,88,"602 E 7TH ST
AUSTIN, TX 78701
(30.267322, -97.736497)",2802182,Routine Inspection
"Schlotzsky's Stores, LLC",78729,11/5/2015,79,"6301 W PARMER LN Unit 608
AUSTIN, TX 78729
(30.445314, -97.743259)",10004382,Routine Inspection
"Side Bar, The",78701,11/7/2014,83,"602 E 7TH ST
AUSTIN, TX 78701
(30.267322, -97.736497)",2802182,Routine Inspection
SV - Zoes Kitchen,78745,7/17/2014,89,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",10879986,Routine Inspection
Sigma Chi,78705,10/27/2016,72,"2701 NUECES ST
AUSTIN, TX 78705
(30.292325, -97.742749)",2800426,Routine Inspection
SV - Orange Leaf Frozen Yogurt,78745,5/5/2016,97,"5207 BRODIE LN Unit 105
SUNSET VALLEY, TX 78745
(30.231626, -97.81888)",11289389,Routine Inspection
Sam's Club #6453 Bakery,78759,9/17/2015,96,"9700 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390516, -97.742262)",2803921,Routine Inspection
Santa Rita #1,78756,5/30/2014,87,"1206 W 38TH ST
AUSTIN, TX 78756
(30.306204, -97.74533)",2802336,Routine Inspection
Shogun,78748,4/25/2016,86,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173647, -97.823444)",2800750,Routine Inspection
Signature #9,78701,9/24/2015,87,"900 N IH 35 SVRD SB
AUSTIN, TX 78701
(30.268991, -97.733878)",10769075,Routine Inspection
Shipley Do-Nuts,78745,8/6/2014,96,"8213 BRODIE LN Unit 116
AUSTIN, TX 78745
(30.201015, -97.838563)",10004890,Routine Inspection
Silver Grill Cafe,78727,11/16/2015,77,"4005 W PARMER LN Unit E
AUSTIN, TX 78727
(30.425652, -97.715812)",10465293,Routine Inspection
Sam's Club #8259,78748,10/23/2014,96,"9900 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.153976, -97.791688)",10626822,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,3/9/2017,96,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.287581, -97.874383)",10648762,Routine Inspection
SV - Jenny Craig Weight Loss Center #1699,78745,12/1/2015,97,"5601 BRODIE LN Unit 900
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",11258814,Routine Inspection
Seton SW Healthcare,78737,6/18/2016,99,"7900 FM 1826 RD
AUSTIN, TX 78737
(30.227366, -97.88922)",2802976,Routine Inspection
Salvation Army,78701,10/18/2016,89,"501 E 8TH ST
AUSTIN, TX 78701
(30.2686, -97.737362)",2800013,Routine Inspection
Simon's Cafe @ ACC,78736,6/28/2016,94,"7748 W US 290 HWY
AUSTIN, TX 78736
(30.229242, -97.882968)",2801991,Routine Inspection
Sam's Club #4720,78735,4/20/2015,96,"4970 W US 290 HWY WB
AUSTIN, TX 78735
(30.23369, -97.81913)",2803766,Routine Inspection
Salvation Army,78701,4/8/2015,84,"501 E 8TH ST
AUSTIN, TX 78701
(30.2686, -97.737362)",2800013,Routine Inspection
SV - Fire Bowl,78745,1/24/2015,89,"5601 BRODIE LN Unit 550
SUNSET VALLEY, TX 78745
(30.227096, -97.821864)",2801424,Routine Inspection
Searsucker,78701,9/14/2016,86,"415 COLORADO ST
AUSTIN, TX 78701
(30.267247, -97.744568)",10944826,Routine Inspection
Shoppers Food Mart,78702,6/12/2015,80,"1901 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279895, -97.720633)",2801266,Routine Inspection
Shakespeare's Pub,78701,9/29/2016,78,"314 E 6TH ST
AUSTIN, TX 78701
(30.267216, -97.739798)",2801169,Routine Inspection
Sam's Club #6453 Bakery,78759,5/28/2014,100,"9700 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390516, -97.742262)",2803921,Routine Inspection
Simon's Sushi @ Lakeline Mall,78613,6/21/2016,83,"11200 LAKELINE MALL DR Unit K
AUSTIN, TX 78613
(30.47181, -97.803451)",10274250,Routine Inspection
Shake Shack The Domain Austin LLC,78758,1/12/2016,93,"11228 DOMAIN DR
AUSTIN, TX 78758
(30.398986, -97.725641)",11388003,Routine Inspection
Shu Shu's Asian Cuisine,78757,2/9/2016,81,"8303 BURNET RD Unit 1
AUSTIN, TX 78757
(30.363452, -97.728924)",10426958,Routine Inspection
SV - Mama Fu's ,78749,11/3/2014,91,"5400 BRODIE LN Unit 1200
SUNSET VALLEY, TX 78749
(30.22728, -97.821882)",10517284,Routine Inspection
Seed Catering Co,78702,10/21/2016,96,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253841, -97.715238)",11433278,Routine Inspection
Short Stop,78702,11/19/2015,90,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",2800210,Routine Inspection
Salata,78758,3/12/2015,95,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.39131, -97.733317)",11105285,Routine Inspection
SWOOP Events,78702,12/9/2014,100,"3012 GONZALES ST
AUSTIN, TX 78702
(30.25927, -97.706786)",10413782,Routine Inspection
"Saxon Pub, The",78704,7/12/2016,93,"1320 S LAMAR BLVD
AUSTIN, TX 78704
(30.253758, -97.762916)",2800222,Routine Inspection
"Saxon Pub, The",78704,8/17/2015,91,"1320 S LAMAR BLVD
AUSTIN, TX 78704
(30.253758, -97.762916)",2800222,Routine Inspection
Shu Shu's Asian Cuisine,78757,9/10/2015,90,"8303 BURNET RD Unit 1
AUSTIN, TX 78757
(30.363452, -97.728924)",10426958,Routine Inspection
Short N Sweet,78753,3/8/2017,75,"10901 N LAMAR BLVD Unit 104
AUSTIN, TX 78753
(30.378384, -97.688383)",10000697,Routine Inspection
Saltgrass Steak House,78759,10/27/2014,77,"10614 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.397686, -97.746568)",2802215,Routine Inspection
Scottish Rite Dorm,78705,8/25/2015,96,"210 W 27TH ST
AUSTIN, TX 78705
(30.291879, -97.739493)",2800292,Routine Inspection
SV - Doc's Backyard,78745,2/23/2015,93,"5207 BRODIE LN Unit 100
SUNSET VALLEY, TX 78745
(30.231626, -97.81888)",10058183,Routine Inspection
Short Stop #5,78757,10/13/2015,96,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.36043, -97.739742)",2800326,Routine Inspection
Sao Paulo's Restaurate,78705,7/28/2014,97,"2809 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.291468, -97.735124)",2801963,1st Follow Up to Routine of 50 - 69
Salt & Time Butcher Shop and Salumeria ,78702,6/17/2016,86,"1912 E 7TH ST Unit A
AUSTIN, TX 78702
(30.262272, -97.721066)",10863629,Routine Inspection
Shipley Donuts,78757,5/23/2016,83,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.35506, -97.7287)",10896718,Routine Inspection
Shipley Donuts,78757,6/30/2014,97,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.35506, -97.7287)",10896718,Routine Inspection
